#url-source-assignments format=1 generator=Gates.UrlCensusInput input-sha256=a5aa827f544f9077912dc1553cfd9025b6afa4e996460074b5f67d83e0f3c805 candidates=1473
#ordinal	kind	byte-start	byte-end	span-sha256	label	section	owner	reason
#input spans-sha256=444f54d5563bb8f21d04866cfc4e9dcc4ef7e1ccb380afb6f414f1b6153c23e2
#input explanations-sha256=6cd87e7a3e9e246692fc36cc52f41ed5834a45d5f66b569442c30c0cf87b7466
#input dispositions-sha256=766a539e43db1909506a938bdcb156111535a8189c542e2529885f31b6224a90
#input overrides-sha256=c2ce025fde1d98c03c28f6818269e8ab21d5e13e43a4aa4ec8e3a3339182e81c
#input dependencies-sha256=2fb67b7f4e4cab820b69a8b5125929e75b882c9e061f5323eff40cff0d5350b8
#input externals-sha256=492ba571becb2eadd939d74ff28c6689bcc0d09b1e6e661025d7f4621955a6ad
899	prose	103370	103455	aa24a1ea5685acfa0ca42b3a6f67671496b4e749791884103d1ccf9cccb6f376	If c is an ASCII digit, append c to buffer.	url-parsing	op.parser-port	
900	prose	103466	103520	1afa4483cbf39fe674f98e8ac2f62d601f3619963ac64d6cd0d993f44e174228	Otherwise, if one of the following is true:	url-parsing	op.parser-port	
901	list	103520	103768	6ff5a7cbb61cc97de47270eeab6faf0144c15f807163bf34b29208c1ff36947f	ul	url-parsing	op.parser-port	
902	prose	103548	103636	63885c96c329f08a3934e36a9f9c5672b02bdf99596e1b0c500f07aa2c3a6712	c is the EOF code point, U+002F (/), U+003F (?), or U+0023 (#);	url-parsing	op.parser-port	
903	prose	103640	103714	b9516fbaf1b2ac52f818875b5a46fef0b693751ce6156a7bf04354cc042602a9	url is special and c is U+005C (\\); or	url-parsing	op.parser-port	
904	prose	103718	103763	8b956f977b1e9239df6b0390d475071cb8301e7983aa74c35721ecced5364eb0	state override is given,	url-parsing	op.parser-port	
905	prose	103776	103792	a66454a8d9985d09e42d2eabfd86a6d372c981c736888f2c3dcd69debadea6c3	then:	url-parsing	op.parser-port	
906	list	103792	104969	9162fad40fc3a9085cf22ab9059648174838c3731c9c023f5fd1ec904f8fd9af	ol	url-parsing	op.parser-port	
907	prose	103817	103875	b48882cd532d1a50c2e48db1a89a6a8dc1c1b86e844301286e9b27bf3ae07a8d	If buffer is not the empty string:	url-parsing	op.parser-port	
908	list	103875	104744	aa43611044e3fdb8d69630acb2773f6ff458a09906b9505e3b67433940d301fe	ol	url-parsing	op.parser-port	
909	prose	103893	104093	f46766297fbb21c95dea98483c9e1a480b3339efc4231ed8fc18dff6829e23bf	Let port be the mathematical integer value that is represented by buffer in radix-10 using ASCII digits for digits with values 0 through 9.	url-parsing	op.parser-port	
910	prose	104097	104251	695f70542f07d31a8433390659e59a74c99008d7480ad443b0b97f8d02c09711	If port is not a 16-bit unsigned integer, port-out-of-range validation error, return failure.	url-parsing	op.parser-port	
911	prose	104255	104441	52a140d01df154495c5e047cb1dbddadbd00825bed6fbfa94264a308c8751478	Set url's port to null, if port is url's scheme's default port; otherwise to port.	url-parsing	op.parser-port	
912	prose	104445	104501	ec7f6d77ae038abb676dfa125696cc45f6552f6e4ead8e795c966e460d519e0b	Set buffer to the empty string.	url-parsing	op.parser-port	
913	prose	104505	104739	904609566a28dac0bf47fd755ec42b1e829c9e9d27803c8cace805f100eed550	If state override is given, then return.	url-parsing	op.parser-port	
914	prose	104757	104865	dff4ae9c0446512dcffb1768685f69a3a72b764c02ac067d222ce88511624c7c	If state override is given, then return failure.	url-parsing	op.parser-port	
915	prose	104869	104964	ad257495a439017fe1c778e77fff04d53a327ec9ab10d7ce2c80fa04e33374f4	Set state to path start state and decrease pointer by 1.	url-parsing	op.parser-port	
916	prose	104980	105059	b3d270b20dc8b98dd75d9242edacaa666c4a57dab96e3ce93080f847c55ef99d	Otherwise, port-invalid validation error, return failure.	url-parsing	op.parser-port	
917	definition	105073	105138	78d780a9004f288c502693b9c34fe9ac176e3e261f8e71659e236566fe3172ad	file-state	url-parsing	op.parser-file	
918	list	105151	107369	09c62d0cbd95bc7afdf1a2ff894c3a8891557339dd6bff89782267706a449916	ol	url-parsing	op.parser-file	
919	prose	105165	105241	b60a38d1ec1c440b8afba09f13f56e5dec45761d25fe26fddf64a1a0e3fd4f57	Set url's scheme to "file".	url-parsing	op.parser-file	
920	prose	105245	105316	653ec773e43461ddab7f0281808ea024e104cc518a0847ae72b6bfe46d9b703c	Set url's host to the empty string.	url-parsing	op.parser-file	
921	prose	105327	105384	b47f8f849d511fd6e2210853e40aff64f6be4f3d4b0dd7029eea3e18311092e9	If c is U+002F (/) or U+005C (\\), then:	url-parsing	op.parser-file	
922	list	105384	105561	c254e73804c373541efa25e3b4e83e7f11b5e715a8c047c0d99792dcfaeae6bd	ol	url-parsing	op.parser-file	
923	prose	105400	105494	5f40193c2cb24037b5704bbfe092f1352014c6ea3a1264c5f10fa6cfcf261eae	If c is U+005C (\\), invalid-reverse-solidus validation error.	url-parsing	op.parser-file	
924	prose	105498	105556	c90bde447dca22337c43d4ed17110bbb5aab9c29708a01987b341e56cba5ab08	Set state to file slash state.	url-parsing	op.parser-file	
925	prose	105579	105705	95be856b3cbdb219bc0f3de03d4c505a1fa36fb8a044fc7f9c3a38e277594ad2	Otherwise, if base is non-null and base's scheme is "file":	url-parsing	op.parser-file	
926	list	105705	107249	19119dc13b890928a15cea51c5f0e8f6a4de8a2d9482a98f9adaeb351554365a	ol	url-parsing	op.parser-file	
927	prose	105721	106027	65b73ec148c50bcc7586d48205da7f7d8481668cb600eea31ae4a769de223ab0	Set url's host to base's host, url's path to a clone of base's path, and url's query to base's query.	url-parsing	op.parser-file	
928	prose	106031	106187	5df1e2d1a95310712f13debc0e33db6bfd71d991e76a25487da26be6c624fca2	If c is U+003F (?), then set url's query to the empty string and state to query state.	url-parsing	op.parser-file	
929	prose	106191	106359	b7fe798897bd5aa78b5f8b67e559d38a7e4f78ea3895febdebb19007733fe1d2	Otherwise, if c is U+0023 (#), set url's fragment to the empty string and state to fragment state.	url-parsing	op.parser-file	
930	prose	106372	106441	6dd4b8d283100245636f737249c1088a966391fa29aba194808b1b9633028af5	Otherwise, if c is not the EOF code point:	url-parsing	op.parser-file	
931	list	106441	107237	1850295be3d57d7be364bbefeb4c9c9fc3295d2af882d287c5c5a0c261d890d5	ol	url-parsing	op.parser-file	
932	prose	106459	106523	14ff7a66da2b513eab5d4ca7f54719e5d6c5f4b63601d35ba170f5ce5f64d6a2	Set url's query to null.	url-parsing	op.parser-file	
933	prose	106527	106826	cb214db5bd36f8e7826f1b671e7d5db46e4f849b7e335b0be45a18ab3d8f6705	If the code point substring from pointer to the end of input does not start with a Windows drive letter, then shorten url's path.	url-parsing	op.parser-file	
934	prose	106841	106866	9bf7f79266776d4b582f56ed062c71d86737f9ed3528007f2d286b9bcd94b4c7	Otherwise:	url-parsing	op.parser-file	
935	list	106866	107040	48549d87300a1bdb7e18557ff0ac71a061cabd8b124cc3737ee6201c53703938	ol	url-parsing	op.parser-file	
936	prose	106886	106967	a6de122b1c70c44d537497031f3f3a4d088a9df53f9d7c4f5570e221b84afba4	File-invalid-Windows-drive-letter validation error.	url-parsing	op.parser-file	
937	prose	106971	107035	81cd99836fb661bad022f7ef3988d833a8102601fa8eef5a480fcf46a6eccb54	Set url's path to « ».	url-parsing	op.parser-file	
938	prose	107052	107137	1fafdd9d79d438b1887b9ea16c8ebba86e69ea41bb5277ca7b284c342a540672	This is a (platform-independent) Windows drive letter quirk.	url-parsing	op.parser-file	
939	prose	107141	107232	2c5ced14c9f1cd40037fa12d768bdff7c34860a8813039aee9b3eaf7ef1f4740	Set state to path state and decrease pointer by 1.	url-parsing	op.parser-file	
940	prose	107260	107364	6d1d381fce7ccc1769dfbeea7830bc28310616f10749273c5ae89e020c27b199	Otherwise, set state to path state, and decrease pointer by 1.	url-parsing	op.parser-file	
941	definition	107378	107455	70ab9a52936250e1e087b1a0de50e3bffe85134d4aa25105f419e9250178a771	file-slash-state	url-parsing	op.parser-file-slash	
942	list	107468	108692	0318b0cef9a565d492f0f28c8e055ef04734731a7b341b2a87dde01943a7d21f	ol	url-parsing	op.parser-file-slash	
943	prose	107489	107546	b47f8f849d511fd6e2210853e40aff64f6be4f3d4b0dd7029eea3e18311092e9	If c is U+002F (/) or U+005C (\\), then:	url-parsing	op.parser-file-slash	
944	list	107546	107722	8eb6aa25172741aa0daaf9772753c37e587298672a746b638eb9ae08d4c5218b	ol	url-parsing	op.parser-file-slash	
945	prose	107562	107656	5f40193c2cb24037b5704bbfe092f1352014c6ea3a1264c5f10fa6cfcf261eae	If c is U+005C (\\), invalid-reverse-solidus validation error.	url-parsing	op.parser-file-slash	
946	prose	107660	107717	623a45f3f72e5c1f926695b37bb544d46d94c2c2ffc45ae8ceab3d3dec74425f	Set state to file host state.	url-parsing	op.parser-file-slash	
947	prose	107740	107761	5cbc6ae1bf6fbe7d9ab7e4e9243d915299fc6a144f65aa6b8579a6afe3a19353	Otherwise:	url-parsing	op.parser-file-slash	
948	list	107761	108682	970ced13662d9a30c0b99fa66057864603d28b1dace8d389ff87c6770791eb85	ol	url-parsing	op.parser-file-slash	
949	prose	107786	107911	758fa3a311e4ea1edf98ad1134042bbb7ed748b0d812f80ee147e9bdcdde38d2	If base is non-null and base's scheme is "file", then:	url-parsing	op.parser-file-slash	
950	list	107911	108574	4b2d9a0628779eb73b321913b1dc530727d7211b3eaf10c7e5b5062ce35558fd	ol	url-parsing	op.parser-file-slash	
951	prose	107929	108025	e8f77f3592e54144e77bbe88b2b05b699cfa78a6b2519a5e92ac781ed18869a3	Set url's host to base's host.	url-parsing	op.parser-file-slash	
952	prose	108040	108485	e58aeb51d78e774e37dbdcbcbccba05c552953d8c7b233385116aaca10dde109	If the code point substring from pointer to the end of input does not start with a Windows drive letter and base's path[0] is a normalized Windows drive letter, then append base's path[0] to url's path.	url-parsing	op.parser-file-slash	
953	prose	108485	108569	fe086b064f23bd637c8fe646edd7cee1e969cc0d0d7dce2fb7753c2ac3deaf1b	This is a (platform-independent) Windows drive letter quirk.	url-parsing	op.parser-file-slash	
954	prose	108587	108677	bddadab46561b42c9bbc1eb8d58a50f6eac08f02e2441c2ad7163b2f580b1f4b	Set state to path state, and decrease pointer by 1.	url-parsing	op.parser-file-slash	
955	definition	108701	108776	b23f2ce4ebf7917b1d78723c5efb7e5e7cb852ab690c2635c494ae488e8ef7b5	file-host-state	url-parsing	op.parser-file-host	
956	list	108789	110483	0b1006216199d85f22b9600e772757163db8e3831a309906af46f2218535dfee	ol	url-parsing	op.parser-file-host	
957	prose	108810	108967	938a66198ed80e29c18eb7e6a1762130c9309fddbf6687220bad5d2c865e242d	If c is the EOF code point, U+002F (/), U+005C (\\), U+003F (?), or U+0023 (#), then decrease pointer by 1 and then:	url-parsing	op.parser-file-host	
958	list	108967	110411	ebd4565117c405554000c894e67e11e01ff85a94a3c26f02119d36cadcb96297	ol	url-parsing	op.parser-file-host	
959	prose	108992	109232	5c8b178f2d5dea4a91a2a322763711d7edb4e32e8f027a3d8a4d3dece360303e	If state override is not given and buffer is a Windows drive letter, file-invalid-Windows-drive-letter-host validation error, set state to path state.	url-parsing	op.parser-file-host	
960	prose	109232	109402	4c9de0028194e0fbb826854a91258aea5c3396b29a97cf84880b8ff4983c61ea	This is a (platform-independent) Windows drive letter quirk. buffer is not reset here and instead used in the path state.	url-parsing	op.parser-file-host	
961	prose	109415	109486	74b9d560a78ca77d8c5b486f540bedeb32122cb42aa8316f6fa0d589b53816cf	Otherwise, if buffer is the empty string, then:	url-parsing	op.parser-file-host	
962	list	109486	109717	9d98c413f029155c73de69e270c400a3b3076f944ef5b4456fedc8a948aa284c	ol	url-parsing	op.parser-file-host	
963	prose	109504	109579	6c73800b31b57b924e4947289f8270ad759f5894ba1a79dedc0044df3e611786	Set url's host to the empty string.	url-parsing	op.parser-file-host	
964	prose	109583	109648	965edb65656be33a3614274a03ee8f3a4fb5549ac3468977a870df03a724cbbf	If state override is given, then return.	url-parsing	op.parser-file-host	
965	prose	109652	109712	f952550bd0b0ecb47848277e390ce3ac669cbabf433b7160e9725e17b57f257c	Set state to path start state.	url-parsing	op.parser-file-host	
966	prose	109739	109779	cb092135c536c1c22603bc569238fe836a1f2473036c3cf152b6aa1d35793cba	Otherwise, run these steps:	url-parsing	op.parser-file-host	
967	list	109779	110399	e77cf3e747a843b3a5cd8b6361cf3a21445a27855cdd0a4252f9c0d24db69e75	ol	url-parsing	op.parser-file-host	
968	prose	109797	109937	907cccb20bd2bb8f7b8c18c5d4d377c27ad8a8e24d286cb69c4e7e2f55d93d74	Let host be the result of host parsing buffer with url is not special.	url-parsing	op.parser-file-host	
969	prose	109941	110006	1cca6e3731f3d77dffe7981ae44ca15c11106a31341de607fd72c44f6bc95fd6	If host is failure, then return failure.	url-parsing	op.parser-file-host	
970	prose	110010	110132	7b5731774a47d2af55686102392ffb79029db9a77fa18016c9e8b5e79360ec34	If host is "localhost", then set host to the empty string.	url-parsing	op.parser-file-host	
971	prose	110136	110210	35aabb7f4dea9901263c78682f82f21348dd26214e4e44f30a66d8e8d98170f4	Set url's host to host.	url-parsing	op.parser-file-host	
972	prose	110214	110279	965edb65656be33a3614274a03ee8f3a4fb5549ac3468977a870df03a724cbbf	If state override is given, then return.	url-parsing	op.parser-file-host	
973	prose	110283	110394	888c6964261e990d4fc9125f66da5fff08515447dfbcbd9c2e962f1a4762f9a5	Set buffer to the empty string and state to path start state.	url-parsing	op.parser-file-host	
974	prose	110422	110478	f37a5d41f868c8aa6b5a09fc11e913d0ec3a2957feb20d7a81e46cf4d20e08c5	Otherwise, append c to buffer.	url-parsing	op.parser-file-host	
975	definition	110492	110569	6db5f1d865cce24d07c9280274847a54a3647876567e7efd895c835acd66fcb7	path-start-state	url-parsing	op.parser-path-start	
976	list	110582	111820	6e7c5ff4673654836b89a77e25589c7317ff4fe40fc9b857e07c3f7df4fc9d62	ol	url-parsing	op.parser-path-start	
977	prose	110603	110656	1582c4bd43b3ef8e68541f81ee56186b3e24aefa9fb1957efb3cf54940b2d011	If url is special, then:	url-parsing	op.parser-path-start	
978	list	110656	110938	895efa9662c6155783eb6d875f4759e2b687f09ab4a5592a7a0da0503bde8187	ol	url-parsing	op.parser-path-start	
979	prose	110672	110766	5f40193c2cb24037b5704bbfe092f1352014c6ea3a1264c5f10fa6cfcf261eae	If c is U+005C (\\), invalid-reverse-solidus validation error.	url-parsing	op.parser-path-start	
980	prose	110770	110824	ecfac2f25861735ed8633bf8fc71fb2905608dd2da514b0c625664a1d32d0b89	Set state to path state.	url-parsing	op.parser-path-start	
981	prose	110828	110933	4ac6e23e401ed3f384f1a6f1102b999b5caf83f82851f71d69e44a5c357e6c10	If c is neither U+002F (/) nor U+005C (\\), then decrease pointer by 1.	url-parsing	op.parser-path-start	
982	prose	110949	111155	718acca6689a60548bd77d46a8de4b7bbda2c2ae81bbfb12190e21cb577b13b6	Otherwise, if state override is not given and c is U+003F (?), set url's query to the empty string and state to query state.	url-parsing	op.parser-path-start	
983	prose	111159	111371	197a00796c38441ba05fe2b693fcfd08dd4e27dbf952e540a10328373395e243	Otherwise, if state override is not given and c is U+0023 (#), set url's fragment to the empty string and state to fragment state.	url-parsing	op.parser-path-start	
984	prose	111382	111449	3c631cbcc154157fa4916ab3dcec946ad609608a0bf883f56b08eb998043ac01	Otherwise, if c is not the EOF code point:	url-parsing	op.parser-path-start	
985	list	111449	111607	caf675cf502e5db6ada40989a53cca82eea0295d14cd669d2fb508ff563c8db6	ol	url-parsing	op.parser-path-start	
986	prose	111465	111519	ecfac2f25861735ed8633bf8fc71fb2905608dd2da514b0c625664a1d32d0b89	Set state to path state.	url-parsing	op.parser-path-start	
987	prose	111523	111602	c797394e7927f57bb7d22ba7d90105c8c097d240aeb22dfb3913eb6575a306a3	If c is not U+002F (/), then decrease pointer by 1.	url-parsing	op.parser-path-start	
988	prose	111618	111815	02e9c285527a0402898aec76219ce73bca8abaf7e935dafdfd7d5462f776c351	Otherwise, if state override is given and url's host is null, append the empty string to url's path.	url-parsing	op.parser-path-start	
989	definition	111829	111894	48ecc38985d20c29f45cb3fadbaa90956dfee52a99db753b0affec77bd84c4c4	path-state	url-parsing	op.parser-path	
990	list	111907	114817	99c60362dd40e06e87c98c411bc7e5e3067baf9f2b2d23c9745f7ec99c425b1e	ol	url-parsing	op.parser-path	
991	prose	111928	111971	1cc2384b7570134e67a2146e4550f206b8f571dc1d16fbe4c164d9d01eefe649	If one of the following is true:	url-parsing	op.parser-path	
992	list	111971	112233	0f61a25d3eff76f927d6815877a0f29c12fe669a1b66f5341d04364c6f503173	ul	url-parsing	op.parser-path	
993	prose	111999	112061	17ccb134d7c03a9c55af33b39caee22170a69929d8cf5b9f67996a9f266a132a	c is the EOF code point or U+002F (/)	url-parsing	op.parser-path	
994	prose	112065	112135	f2c9c31ec556eed3b6a1313515823b8b83dfb397c59d182c4507f88c9ecb492b	url is special and c is U+005C (\\)	url-parsing	op.parser-path	
995	prose	112139	112228	b30aa1fd9dd49fb6793e049b2c16c3024ba5e75bd36957742fd5a43f29a2fb0a	state override is not given and c is U+003F (?) or U+0023 (#)	url-parsing	op.parser-path	
996	prose	112241	112257	a66454a8d9985d09e42d2eabfd86a6d372c981c736888f2c3dcd69debadea6c3	then:	url-parsing	op.parser-path	
997	list	112257	114274	41f2ce063eaad7a13301c89334a99604da96fab27a4bf94b3673a0cac2f7a8a5	ol	url-parsing	op.parser-path	
998	prose	112273	112411	803215ab7c6b5f4881810699131cad6af38753a132bea80f3a564520f1b40f9e	If url is special and c is U+005C (\\), invalid-reverse-solidus validation error.	url-parsing	op.parser-path	
999	prose	112424	112504	538307e20cac70b5f5c26bc489ef81f29b1cc7ef0b3919f613de59dcebb0205d	If buffer is a double-dot URL path segment, then:	url-parsing	op.parser-path	
1000	list	112504	112957	c1606b09a7c32cc02c0d748dca1ec63fc025fd1246159ef868dd31ab28b32835	ol	url-parsing	op.parser-path	
1001	prose	112522	112588	5dd9ab1cf2ed8195247c0834523f6def93342d3f1046c4f5a3c8af949737df0f	Shorten url's path.	url-parsing	op.parser-path	
1002	prose	112603	112818	309ca90d939f53a22c521af1527132fac208fc47407b1c77d4fe7e0afae3ba6b	If neither c is U+002F (/), nor url is special and c is U+005C (\\), append the empty string to url's path.	url-parsing	op.parser-path	
1003	prose	112818	112952	d7d30ddfefa1347f2b1f280b2e52036ed72fe3cfeb775c5abd1e650cc114ab4d	This means that for input /usr/.. the result is / and not a lack of a path.	url-parsing	op.parser-path	
1004	prose	112970	113252	511ae8d8f68d99a5051a08869239f2ddf65a0eef88ada0ce9c4bc6d137f2b3e5	Otherwise, if buffer is a single-dot URL path segment and if neither c is U+002F (/), nor url is special and c is U+005C (\\), append the empty string to url's path.	url-parsing	op.parser-path	
1005	prose	113265	113360	c1e122627bab97b1f4d7a7d19f2f6533048779be005c71a689ae975cd572de38	Otherwise, if buffer is not a single-dot URL path segment, then:	url-parsing	op.parser-path	
1006	list	113360	113878	8d433e3541fdbfcec25f9f41c7ead5352eab877987aed248a63580e9484c4945	ol	url-parsing	op.parser-path	
1007	prose	113389	113691	ad43af321ba991dc725a3c7f4ccce8c4a6a695e16a7f8dcfd5d5978ee69e1bbf	If url's scheme is "file", url's path is empty, and buffer is a Windows drive letter, then replace the second code point in buffer with U+003A (:).	url-parsing	op.parser-path	
1008	prose	113691	113776	1fafdd9d79d438b1887b9ea16c8ebba86e69ea41bb5277ca7b284c342a540672	This is a (platform-independent) Windows drive letter quirk.	url-parsing	op.parser-path	
1009	prose	113780	113873	7c75b0fdf49b5c8d84796fbebaa4a887ffa74bc3e04026cedca9636590c97f92	Append buffer to url's path.	url-parsing	op.parser-path	
1010	prose	113891	113945	a06378cc5b093fe3e292c5a5d33696a85514ee0bee6dad12a4e6adcf7393821e	Set buffer to the empty string.	url-parsing	op.parser-path	
